ID	Journal	Year	books	articles	references
"POP.2010.02"	"POP"	2010.0	15.0	13.0	29.0
"POP.2010.03"	"POP"	2010.0	64.0	65.0	152.0
"POP.2010.04"	"POP"	2010.0	25.0	29.0	63.0
"POP.2010.05"	"POP"	2010.0	63.0	78.0	145.0
"POP.2010.06"	"POP"	2010.0	10.0	35.0	45.0
"POP.2010.07"	"POP"	2010.0	36.0	16.0	56.0
"POP.2010.08"	"POP"	2010.0	77.0	46.0	124.0
"POP.2010.09"	"POP"	2010.0	20.0	39.0	63.0
"POP.2010.10"	"POP"	2010.0	56.0	32.0	89.0
"POP.2015.01"	"POP"	2015.0	34.0	20.0	60.0
"POP.2015.02"	"POP"	2015.0	29.0	44.0	80.0
"POP.2015.03"	"POP"	2015.0	81.0	65.0	171.0
"POP.2015.04"	"POP"	2015.0	32.0	21.0	54.0
"POP.2015.05"	"POP"	2015.0	19.0	48.0	77.0
"POP.2015.06"	"POP"	2015.0	51.0	89.0	150.0
"POP.2015.07"	"POP"	2015.0	26.0	17.0	47.0
"POP.2015.08"	"POP"	2015.0	53.0	26.0	88.0
"POP.2015.09"	"POP"	2015.0	45.0	44.0	98.0
"POP.2015.10"	"POP"	2015.0	53.0	36.0	91.0
"POP.2020.01"	"POP"	2020.0	51.0	40.0	98.0
"POP.2020.02"	"POP"	2020.0	51.0	41.0	98.0
"POP.2020.03"	"POP"	2020.0	52.0	52.0	112.0
"POP.2020.04"	"POP"	2020.0	33.0	34.0	77.0
"POP.2020.05"	"POP"	2020.0	47.0	55.0	104.0
"POP.2020.06"	"POP"	2020.0	33.0	50.0	85.0
"POP.2020.07"	"POP"	2020.0	15.0	34.0	50.0
"POP.2020.08"	"POP"	2020.0	45.0	44.0	90.0
"POP.2020.09"	"POP"	2020.0	25.0	59.0	89.0
"POP.2020.10"	"POP"	2020.0	23.0	55.0	93.0
"POP.2024.01"	"POP"	2024.0	19.0	63.0	85.0
"POP.2024.02"	"POP"	2024.0	11.0	55.0	71.0
"POP.2024.03"	"POP"	2024.0	17.0	56.0	74.0
"POP.2024.04"	"POP"	2024.0	28.0	37.0	67.0
"POP.2024.05"	"POP"	2024.0	14.0	48.0	64.0
"POP.2024.06"	"POP"	2024.0	21.0	48.0	70.0
"POP.2024.07"	"POP"	2024.0	17.0	28.0	47.0
"POP.2024.08"	"POP"	2024.0	17.0	40.0	59.0
"POP.2024.09"	"POP"	2024.0	55.0	36.0	104.0
"POP.2024.10"	"POP"	2024.0	39.0	47.0	90.0
"WP.2020.01"	"WP"	2020.0	15.0	82.0	107.0
"WP.2020.02"	"WP"	2020.0	23.0	28.0	53.0
"WP.2020.03"	"WP"	2020.0	27.0	62.0	93.0
"WP.2020.04"	"WP"	2020.0	38.0	26.0	69.0
"WP.2020.05"	"WP"	2020.0	24.0	47.0	113.0
"WP.2020.06"	"WP"	2020.0	15.0	24.0	48.0
"WP.2020.07"	"WP"	2020.0	50.0	56.0	116.0
"WP.2020.08"	"WP"	2020.0	37.0	34.0	74.0
"WP.2020.09"	"WP"	2020.0	15.0	21.0	39.0
"WP.2020.10"	"WP"	2020.0	56.0	56.0	115.0
